Id,Name,Age,Nationality,Team,Contract,Height,Weight,Preferred Foot,Overall,Potential,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Total Stats,Base Stats,International Reputation
215443,P. Zinckernagel,26,Denmark,Nottingham Forest,"
Jun 30, 2022 On Loan",175cm,70kg,Right,75,76,76,RM,1,"Jan 1, 2021","Jun 30, 2022",€6.5M,€50K,1901,415,1 
217235,Zainadine,33,Mozambique,Clube Sport Marítimo,"
2017 ~ 2022",178cm,70kg,Right,75,75,75,CB,0,"Jul 1, 2017",N/A,€2.7M,€10K,1867,384,1 
211348,S. Dimitrievski,27,North Macedonia,Rayo Vallecano,"
2019 ~ 2024",188cm,84kg,Right,75,79,75,GK,4,"Jan 31, 2019",N/A,€6M,€14K,1200,411,1 
211093,C. McGregor,28,Scotland,Celtic,"
2009 ~ 2024",174cm,74kg,Left,75,75,75,CM,0,"Jul 7, 2009",N/A,€5.5M,€48K,2064,446,1 
211862,A. Hahn,30,Germany,FC Augsburg,"
2018 ~ 2022",185cm,79kg,Right,75,75,75,ST,0,"Jul 1, 2018",N/A,€5.5M,€25K,1992,422,2 
213654,G. Kamara,25,Finland,Rangers FC,"
2019 ~ 2023",183cm,73kg,Right,75,80,77,CM,5,"Jan 31, 2019",N/A,€8M,€44K,1973,429,1 
230295,Cris Laranjeiros,29,Brazil,Club Athletico Paranaense,"
2021 ~ 2024",185cm,85kg,Right,75,75,75,CB,0,"Aug 13, 2021",N/A,€4.7M,€15K,1843,405,1 
214169,W. Tesillo,31,Colombia,Club León,"
2018 ~ 2022",184cm,78kg,Left,75,75,75,CB,0,"Jul 3, 2018",N/A,€3.8M,€21K,1666,372,1 
215449,R. Skov,25,Denmark,TSG Hoffenheim,"
2019 ~ 2024",185cm,81kg,Left,75,78,76,LM,3,"Jul 27, 2019",N/A,€7.5M,€29K,2108,439,1 
194201,P. Jansson,30,Sweden,Brentford,"
2019 ~ 2022",194cm,86kg,Right,75,75,75,CB,0,"Jul 8, 2019",N/A,€4.6M,€38K,1660,371,1 
236699,S. Lukić,24,Serbia,Torino F.C.,"
2016 ~ 2023",183cm,77kg,Right,75,80,77,CM,5,"Jul 29, 2016",N/A,€8.5M,€33K,1981,417,1 
192667,A. Nyom,33,Cameroon,Getafe CF,"
2019 ~ 2022",189cm,80kg,Right,75,75,76,CB,0,"Jul 24, 2019",N/A,€3.5M,€25K,1964,438,2 
213404,P. Dawidowicz,26,Poland,Hellas Verona,"
2019 ~ 2022",189cm,80kg,Right,75,78,77,CB,3,"Mar 20, 2019",N/A,€6.5M,€23K,1779,384,1 
231836,J. Karlsson,22,Sweden,AZ Alkmaar,"
2020 ~ 2025",171cm,70kg,Right,75,82,76,RM,7,"Sep 28, 2020",N/A,€11.5M,€11K,1886,390,1 
211101,Rubén Blanco,25,Spain,RC Celta de Vigo,"
2012 ~ 2023",189cm,80kg,Right,75,79,75,GK,4,"Jul 1, 2012",N/A,€6M,€15K,1219,427,1 
213917,Fábio Cardoso,27,Portugal,FC Porto,"
2021 ~ 2026",187cm,81kg,Right,75,78,77,CB,3,"Jul 1, 2021",N/A,€6.5M,€12K,1662,363,1 
228509,J. Reine-Adélaïde,23,France,Olympique Lyonnais,"
2019 ~ 2024",184cm,75kg,Right,75,82,79,CAM,7,"Aug 14, 2019",N/A,€11M,€43K,1956,420,2 
251805,J. Timber,20,Netherlands,Ajax,"
2019 ~ 2024",179cm,77kg,Right,75,86,77,CB,11,"Jan 1, 2019",N/A,€11.5M,€10K,1882,420,1 
221342,Pablo Maffeo,23,Spain,RCD Mallorca,"
Jun 30, 2022 On Loan",172cm,70kg,Right,75,82,75,RB,7,"Jul 1, 2018","Jun 30, 2022",€10.5M,€20K,1880,418,1 
225439,R. Mandragora,24,Italy,Torino F.C.,"
Jun 30, 2022 On Loan",183cm,75kg,Left,75,81,78,CDM,6,"Oct 3, 2020","Jun 30, 2022",€9M,€51K,1999,419,2 
191135,L. Júnior,30,Côte d'Ivoire,RCD Mallorca,"
2016 ~ 2023",180cm,79kg,Right,75,75,75,LM,0,"Jan 27, 2016",N/A,€5.5M,€24K,1811,404,1 
165536,G. Cabral,35,Argentina,Pachuca,"
2019 ~ 2021",184cm,82kg,Right,75,75,75,CB,0,"Jul 16, 2019",N/A,€1.5M,€12K,1602,326,1 
200353,A. Soumaoro,29,France,Bologna,"
2021 ~ 2024",187cm,91kg,Right,75,76,76,CB,1,"Jul 2, 2021",N/A,€5M,€28K,1657,356,1 
232097,A. Harit,24,Morocco,FC Schalke 04,"
2017 ~ 2024",180cm,67kg,Right,75,81,77,CAM,6,"Jul 10, 2017",N/A,€9M,€11K,1816,386,2 
234913,C. Fassnacht,27,Switzerland,BSC Young Boys,"
2017 ~ 2023",185cm,77kg,Right,75,75,75,RM,0,"Jun 20, 2017",N/A,€6M,€17K,1877,403,1 
240289,Calero,25,Spain,RCD Espanyol de Barcelona,"
2019 ~ 2024",183cm,71kg,Right,75,79,77,CB,4,"Aug 9, 2019",N/A,€7M,€16K,1870,395,1 
244385,G. Bushchan,27,Ukraine,Dynamo Kyiv,"
2011 ~ 2023",196cm,84kg,Right,75,79,75,GK,4,"Jul 1, 2011",N/A,€6M,€750,1022,399,1 
213666,R. Loftus-Cheek,25,England,Chelsea,"
2013 ~ 2024",191cm,88kg,Right,75,78,77,CAM,3,"Jun 3, 2013",N/A,€7.5M,€74K,1924,416,1 
215202,L. Janson,26,Argentina,Vélez Sarsfield,"
2019 ~ 2023",169cm,67kg,Right,75,75,75,LW,0,"Jul 31, 2019",N/A,€6M,€16K,1909,402,1 
183714,S. Terodde,33,Germany,FC Schalke 04,"
2021 ~ 2022",192cm,83kg,Right,75,75,75,ST,0,"Jul 1, 2021",N/A,€3.6M,€14K,1744,368,1 
204451,K. Günter,26,Germany,Hellas Verona,"
2020 ~ 2023",184cm,79kg,Right,75,77,77,CB,2,"Sep 2, 2020",N/A,€6M,€23K,1655,362,1 
225699,Anuar,26,Morocco,Real Valladolid CF,"
2017 ~ 2023",173cm,69kg,Right,75,80,76,CDM,5,"Jul 1, 2017",N/A,€7.5M,€11K,1983,422,1 
232099,M. Grujić,25,Serbia,FC Porto,"
2020 ~ 2026",191cm,84kg,Right,75,80,77,CM,5,"Oct 6, 2020",N/A,€8M,€12K,2016,429,1 
241827,Martín,25,Spain,Deportivo Alavés,"
2014 ~ 2022",178cm,69kg,Right,75,80,75,RB,5,"Jul 1, 2014",N/A,€7.5M,€20K,1718,372,1 
215716,A. Mitrović,26,Serbia,Fulham,"
2018 ~ 2024",189cm,90kg,Right,75,78,77,ST,3,"Jul 30, 2018",N/A,€7.5M,€53K,1769,375,1 
189860,Kiko Femenía,30,Spain,Watford,"
2017 ~ 2024",174cm,61kg,Right,75,75,75,RB,0,"Jul 1, 2017",N/A,€4.8M,€42K,1969,413,1 
205989,C. Chambers,26,England,Arsenal,"
2014 ~ 2022",182cm,82kg,Right,75,77,77,RB,2,"Jul 28, 2014",N/A,€6.5M,€58K,1923,412,2 
237221,J. Foyth,23,Argentina,Villarreal CF,"
2021 ~ 2026",187cm,69kg,Right,75,83,77,CB,8,"Jul 1, 2021",N/A,€11.5M,€22K,1869,399,1 
231591,Javi Galán,26,Spain,RC Celta de Vigo,"
2021 ~ 2026",172cm,70kg,Left,75,77,75,LB,2,"Jul 31, 2021",N/A,€6.5M,€20K,1943,413,1 
184999,Maurício,32,Brazil,Panathinaikos FC,"
2020 ~ 2022",180cm,78kg,Right,75,75,75,CDM,0,"Oct 11, 2020",N/A,€3.7M,€850,2078,434,1 
213928,E. Sobol,26,Ukraine,Club Brugge KV,"
2021 ~ 2024",186cm,76kg,Left,75,77,75,LB,2,"Jul 1, 2021",N/A,€6.5M,€21K,1999,426,1 
204713,J. Campbell,29,Costa Rica,CF Monterrey ,"
Jun 30, 2022 On Loan",178cm,78kg,Left,75,75,76,ST,0,"Jul 1, 2020","Jun 30, 2022",€5.5M,€26K,2000,422,1 
224425,M. Wolf,26,Germany,Borussia Dortmund,"
2018 ~ 2023",188cm,81kg,Right,75,76,75,RM,1,"Jul 1, 2018",N/A,€6.5M,€44K,2025,442,2 
239529,F. Onyeka,23,Nigeria,Brentford,"
2021 ~ 2026",183cm,70kg,Right,75,81,76,CDM,6,"Jul 20, 2021",N/A,€8M,€33K,1986,438,1 
229034,V. Guzmán,26,Mexico,Pachuca,"
2020 ~ 2023",175cm,79kg,Right,75,78,77,CAM,3,"Aug 27, 2020",N/A,€7.5M,€18K,2077,439,1 
178090,D. Biseswar,33,Suriname,PAOK,"
2016 ~ 2022",176cm,79kg,Right,75,75,75,CAM,0,"Jul 1, 2016",N/A,€3.5M,€1K,1864,388,1 
210603,Y. Al Shahrani,29,Saudi Arabia,Al Hilal,"
2012 ~ 2025",170cm,62kg,Right,75,75,75,LB,0,"Jul 1, 2012",N/A,€4.9M,€33K,1964,420,1 
222123,A. Long,28,United States,New York Red Bulls,"
2017 ~ 2021",185cm,86kg,Right,75,77,77,CB,2,"Feb 22, 2017",N/A,€5.5M,€9K,1792,396,1 
172203,F. Forster,33,England,Southampton,"
2014 ~ 2022",201cm,93kg,Right,75,75,75,GK,0,"Aug 9, 2014",N/A,€1.8M,€34K,1195,394,2 
178091,S. Okaka,31,Italy,Udinese Calcio,"
2019 ~ 2022",186cm,90kg,Right,75,75,75,ST,0,"Sep 2, 2019",N/A,€4.8M,€18K,1720,375,2 
243627,Y. Adli,20,France,FC Girondins de Bordeaux,"
2019 ~ 2023",186cm,78kg,Right,75,81,77,CM,6,"Jan 31, 2019",N/A,€8.5M,€18K,1974,414,1 
192427,Júnior Caiçara,32,Brazil,İstanbul Başakşehir FK,"
2017 ~ 2024",172cm,67kg,Right,75,75,75,RB,0,"Jan 17, 2017",N/A,€3.9M,€30K,2032,419,2 
236461,J. Mateta,24,France,Crystal Palace,"
Jun 30, 2022 On Loan",192cm,88kg,Right,75,80,77,ST,5,"Jul 1, 2018","Jun 30, 2022",€8.5M,€22K,1722,375,1 
207790,K. Ayhan,26,Turkey,U.S. Sassuolo Calcio,"
2020 ~ 2024",184cm,84kg,Right,75,78,77,CB,3,"Aug 16, 2020",N/A,€6.5M,€27K,1970,407,1 
211119,Pedro Santos,33,Portugal,Columbus Crew,"
2017 ~ 2021",178cm,76kg,Left,75,75,75,LM,0,"Aug 8, 2017",N/A,€3.5M,€9K,2022,423,1 
243631,M. Camara,23,France,AS Saint-Étienne,"
2016 ~ 2024",178cm,69kg,Right,75,80,76,CDM,5,"Jan 1, 2016",N/A,€8M,€23K,1884,403,1 
246191,J. Álvarez,21,Argentina,River Plate,"
2018 ~ 2022",170cm,71kg,Right,75,85,76,CAM,10,"Aug 30, 2018",N/A,€12.5M,€14K,1960,413,1 
246960,M. Ihattaren,19,Netherlands,PSV,"
2018 ~ 2022",183cm,75kg,Left,75,85,77,CAM,10,"Mar 28, 2018",N/A,€12M,€10K,1877,401,1 
204977,I. Piris,32,Paraguay,Club Libertad,"
2019 ~ 2021",173cm,73kg,Right,75,75,75,RB,0,"Jan 1, 2019",N/A,€3.9M,€1K,1929,407,1 
223922,A. Bouchalakis,28,Greece,Olympiacos CFP,"
2018 ~ 2022",186cm,79kg,Left,75,75,75,CM,0,"Jul 1, 2018",N/A,€5.5M,€1K,2031,422,1 
234930,Pedro Rebocho,26,Portugal,En Avant de Guingamp,"
2017 ~ 2022",171cm,80kg,Left,75,78,75,LB,3,"Jul 1, 2017",N/A,€7M,€9K,1985,420,1 
245426,M. Kumbulla,21,Albania,Roma,"
Jun 30, 2022 On Loan",191cm,78kg,Right,75,83,77,CB,8,"Dec 8, 2018","Jun 30, 2022",€12M,€16K,1601,344,1 
230323,Kaíquão Castro,25,Brazil,Fluminense,"
2021 ~ 2024",190cm,88kg,Right,75,75,75,GK,0,"Jul 7, 2021",N/A,€4.6M,€16K,1116,395,1 
239795,C. Ekuban,27,Ghana,Genoa,"
2021 ~ 2024",182cm,80kg,Right,75,75,75,RM,0,"Aug 7, 2021",N/A,€6M,€17K,1873,408,1 
245940,Silas,22,Congo DR,VfB Stuttgart,"
2019 ~ 2024",189cm,79kg,Right,75,84,77,ST,9,"Aug 13, 2019",N/A,€12.5M,€22K,1897,420,1 
252084,Marcos André,24,Brazil,Real Valladolid CF,"
2019 ~ 2023",184cm,78kg,Right,75,81,77,ST,6,"Jul 23, 2019",N/A,€9M,€11K,1815,396,1 
200630,J. Forrest,29,Scotland,Celtic,"
2009 ~ 2023",175cm,77kg,Right,75,75,76,RW,0,"Jul 1, 2009",N/A,€5.5M,€48K,1943,416,1 
211382,I. Amadou,28,France,Sevilla FC,"
2018 ~ 2022",183cm,81kg,Right,75,76,75,CDM,1,"Jul 2, 2018",N/A,€5.5M,€23K,1900,408,2 
223671,S. Posch,24,Austria,TSG Hoffenheim,"
2017 ~ 2024",189cm,82kg,Right,75,79,77,CB,4,"Feb 18, 2017",N/A,€7M,€24K,1541,343,2 
228279,J. Drommel,24,Netherlands,PSV,"
2021 ~ 2026",193cm,90kg,Right,75,81,75,GK,6,"Jul 1, 2021",N/A,€7M,€10K,1333,427,1 
186551,F. Navarro,32,Mexico,Club León,"
2018 ~ 2022",165cm,64kg,Right,75,75,75,RB,0,"Jul 15, 2018",N/A,€3.9M,€21K,2039,435,1 
204472,B. Sarr,29,France,FC Bayern München,"
2020 ~ 2024",177cm,69kg,Right,75,75,75,RB,0,"Oct 5, 2020",N/A,€4.9M,€53K,2051,431,2 
219576,R. Battaglia,29,Argentina,RCD Mallorca,"
Jun 30, 2022 On Loan",187cm,79kg,Right,75,75,77,CDM,0,"Jul 1, 2017","Jun 30, 2022",€5.5M,€14K,1970,424,1 
213689,B. Pearson,26,England,AFC Bournemouth,"
2021 ~ 2024",176cm,71kg,Right,75,78,76,CDM,3,"Jan 29, 2021",N/A,€6.5M,€30K,1879,408,1 
210619,Jordi Quintillà,27,Spain,FC Basel 1893,"
2021 ~ 2024",178cm,71kg,Left,75,76,76,CM,1,"Jun 17, 2021",N/A,€6.5M,€15K,2002,417,1 
211899,F. Niederlechner,30,Germany,FC Augsburg,"
2019 ~ 2022",187cm,86kg,Right,75,75,75,ST,0,"Jul 1, 2019",N/A,€5.5M,€25K,1869,398,2 
153275,J. Leca,35,France,Racing Club de Lens,"
2018 ~ 2022",180cm,75kg,Right,75,75,75,GK,0,"Jul 1, 2018",N/A,€625K,€13K,1202,418,2 
219835,N. Camacho,33,Paraguay,Club Olimpia,"
2019 ~ 2022",175cm,68kg,Left,75,75,75,CAM,0,"May 23, 2019",N/A,€3.5M,€1K,1883,397,1 
231355,Ayrton,24,Brazil,Spartak Moskva,"
2019 ~ 2024",180cm,72kg,Left,75,82,75,LB,7,"Jan 23, 2019",N/A,€10.5M,€37K,1951,423,1 
242619,C. Doucouré,21,Mali,Racing Club de Lens,"
2018 ~ 2024",180cm,73kg,Right,75,80,77,CM,5,"Jul 1, 2018",N/A,€8.5M,€20K,1912,417,1 
215228,C. Lema,31,Argentina,Newell's Old Boys,"
2021 ~ 2021",192cm,93kg,Right,75,75,75,CB,0,"Feb 18, 2021",N/A,€3.8M,€14K,1655,337,1 
220604,Jaume,30,Spain,Valencia CF,"
2013 ~ 2023",185cm,73kg,Right,75,75,75,GK,0,"Sep 24, 2013",N/A,€3.7M,€22K,1381,429,1 
224444,H. Belkebla,27,Algeria,Stade Brestois 29,"
2018 ~ 2023",177cm,68kg,Right,75,77,76,CDM,2,"Jul 1, 2018",N/A,€6M,€17K,1880,395,1 
240060,M. Aarons,21,England,Norwich City,"
2017 ~ 2024",178cm,69kg,Right,75,83,76,RWB,8,"Jul 1, 2017",N/A,€12M,€21K,1800,403,1 
191164,F. Martínez,31,Ecuador,Club Tijuana,"
2021 ~ 2022",179cm,74kg,Left,75,75,75,ST,0,"Jan 1, 2021",N/A,€4.8M,€23K,1882,401,1 
254909,O. Dorley,22,Liberia,SK Slavia Praha,"
2019 ~ 2023",174cm,63kg,Left,75,82,76,LM,7,"Aug 11, 2019",N/A,€11M,€800,2039,429,1 
207807,R. Fraser,27,Scotland,Newcastle United,"
2020 ~ 2025",163cm,70kg,Right,75,75,75,LM,0,"Sep 7, 2020",N/A,€6M,€36K,1933,404,1 
158144,Salva Sevilla,37,Spain,RCD Mallorca,"
2017 ~ 2022",178cm,71kg,Right,75,75,75,CDM,0,"Aug 28, 2017",N/A,€1.1M,€16K,1952,399,2 
230336,Danisco Fachini,33,Brazil,Flamengo,"
2021 ~ 2024",169cm,68kg,Right,75,75,75,CDM,0,"Jul 7, 2021",N/A,€2.8M,€30K,1843,388,1 
149185,F. Magnanelli,36,Italy,U.S. Sassuolo Calcio,"
2005 ~ 2022",181cm,79kg,Right,75,75,75,CDM,0,"Jul 1, 2005",N/A,€1.1M,€19K,1861,387,2 
221634,L. Acosta,27,Argentina,FC Cincinnati,"
2021 ~ 2023",161cm,59kg,Right,75,76,76,CAM,1,"Mar 17, 2021",N/A,€6.5M,€9K,1893,400,1 
234178,L. Abram,25,Peru,Granada CF,"
2021 ~ 2024",182cm,76kg,Left,75,80,77,CB,5,"Aug 1, 2021",N/A,€7.5M,€19K,1742,377,1 
225475,Hernani,27,Brazil,Genoa,"
Jun 30, 2022 On Loan",188cm,77kg,Right,75,78,76,CDM,3,"Sep 1, 2020","Jun 30, 2022",€6.5M,€27K,1989,419,1 
222148,O. Duda,26,Slovakia,1. FC Köln,"
2020 ~ 2024",181cm,75kg,Right,75,78,77,CAM,3,"Sep 16, 2020",N/A,€7.5M,€26K,1973,406,2 
232132,Joaquín,25,Spain,Real Valladolid CF,"
2018 ~ 2023",190cm,72kg,Right,75,82,77,CB,7,"Aug 31, 2018",N/A,€10M,€10K,1776,386,1 
171972,J. McArthur,33,Scotland,Crystal Palace,"
2014 ~ 2023",178cm,66kg,Right,75,75,76,CDM,0,"Sep 1, 2014",N/A,€3.5M,€46K,1986,412,1 
221125,S. Driussi,25,Argentina,Austin FC,"
2021 ~ 2022",179cm,79kg,Right,75,79,78,CAM,4,"Jul 29, 2021",N/A,€8M,€9K,1842,396,1 
225733,Cesinha,31,Brazil,Daegu FC,"
2016 ~ 2022",177cm,74kg,Right,75,75,76,CAM,0,"Feb 15, 2016",N/A,€4.7M,€9K,1899,406,1 
230341,Joshuando Sá,25,Brazil,Santos,"
2021 ~ 2024",182cm,81kg,Left,75,75,75,LB,0,"Jul 8, 2021",N/A,€5.5M,€22K,1802,394,1 
216774,W. Hoedt,27,Netherlands,RSC Anderlecht,"
2021 ~ 2025",188cm,77kg,Left,75,77,77,CB,2,"Jul 1, 2021",N/A,€6M,€20K,1781,379,2 
221639,Mariano,27,Dominican Republic,Real Madrid CF,"
2018 ~ 2023",180cm,76kg,Right,75,75,75,ST,0,"Aug 29, 2018",N/A,€6M,€115K,1970,410,1 
227527,Fábio Abreu,28,Angola,Al Batin,"
2020 ~ 2022",182cm,76kg,Right,75,75,75,ST,0,"Oct 12, 2020",N/A,€6M,€19K,1768,380,1 
171975,G. Bergessio,36,Argentina,Club Nacional de Football,"
2019 ~ 2021",179cm,74kg,Right,75,75,75,ST,0,"Sep 12, 2019",N/A,€1.9M,€1K,1731,357,1 
247495,Moncayola,23,Spain,CA Osasuna,"
2017 ~ 2031",189cm,86kg,Right,75,85,76,CDM,10,"Jul 1, 2017",N/A,€12M,€20K,1898,412,1 
189127,S. Aziz,30,Turkey,Fenerbahçe SK,"
2019 ~ 2022",183cm,86kg,Right,75,75,75,CB,0,"Jan 30, 2019",N/A,€4.6M,€38K,1696,372,1 
243656,N. Radonjić,25,Serbia,Olympique de Marseille,"
2018 ~ 2023",185cm,76kg,Right,75,78,76,LM,3,"Aug 30, 2018",N/A,€7.5M,€32K,1793,393,1 
205257,N. Sliti,28,Tunisia,Ettifaq FC,"
2019 ~ 2022",173cm,78kg,Right,75,75,75,LM,0,"Aug 11, 2019",N/A,€5.5M,€29K,1884,395,1 
186569,S. Ulreich,32,Germany,FC Bayern München,"
2021 ~ 2022",192cm,87kg,Right,75,75,75,GK,0,"Jul 1, 2021",N/A,€2.8M,€41K,1141,401,2 
199626,André André,31,Portugal,Vitória de Guimarães,"
2018 ~ 2024",174cm,70kg,Right,75,75,75,CM,0,"Jul 4, 2018",N/A,€4.6M,€11K,2066,427,2 
216266,K. Tete,25,Netherlands,Fulham,"
2020 ~ 2024",180cm,71kg,Right,75,78,75,RB,3,"Sep 10, 2020",N/A,€7M,€42K,1862,404,1 
193738,Y. Belhanda,31,Morocco,Adana Demirspor,"
2021 ~ 2024",179cm,75kg,Right,75,75,77,RM,0,"Jul 2, 2021",N/A,€4.6M,€18K,2087,429,2 
201931,Gabriel,28,Brazil,Lecce,"
2019 ~ 2022",193cm,90kg,Right,75,76,75,GK,1,"Jul 3, 2019",N/A,€4.5M,€4K,1181,406,1 
210635,K. Hause,25,England,Aston Villa,"
2019 ~ 2022",191cm,77kg,Left,75,77,77,CB,2,"Jun 17, 2019",N/A,€6M,€46K,1730,378,1 
231627,U. Sadiq,24,Nigeria,Unión Deportiva Almería,"
2020 ~ 2025",192cm,75kg,Right,75,81,77,ST,6,"Oct 5, 2020",N/A,€9M,€11K,1742,390,1 
198861,N. Mendy,29,Senegal,Leicester City,"
2016 ~ 2023",167cm,73kg,Right,75,75,75,CDM,0,"Jul 3, 2016",N/A,€4.8M,€70K,1952,409,1 
177358,M. Schneiderlin,31,France,OGC Nice,"
2020 ~ 2023",186cm,79kg,Right,75,75,75,CDM,0,"Jul 1, 2020",N/A,€3.9M,€26K,1917,398,2 
138703,A. D'Alessandro,40,Argentina,Club Nacional de Football,"
2021 ~ 2021",174cm,69kg,Left,75,75,75,CAM,0,"Jan 4, 2021",N/A,€0,€900,1802,356,1 
219087,S. Vegas,24,Chile,CF Monterrey ,"
2021 ~ 2026",180cm,75kg,Left,75,82,77,CB,7,"Jul 1, 2021",N/A,€10.5M,€33K,1898,412,1 
180175,Alexandre Pato,31,Brazil,Orlando City Soccer Club,"
2021 ~ 2021",175cm,74kg,Right,75,75,75,ST,0,"Feb 13, 2021",N/A,€4.8M,€10K,1895,397,3 
212432,Jo Hyeon Woo,29,Korea Republic,Ulsan Hyundai FC,"
2020 ~ 2022",189cm,75kg,Right,75,77,75,GK,2,"Jan 20, 2020",N/A,€4.7M,€9K,1167,412,1 
230354,Jesus Andradaldo,29,Brazil,Grêmio,"
2021 ~ 2024",177cm,73kg,Right,75,75,75,RB,0,"Aug 13, 2021",N/A,€4.9M,€26K,1937,404,1 
192722,R. Hamouma,34,France,AS Saint-Étienne,"
2012 ~ 2022",178cm,76kg,Right,75,75,76,CAM,0,"Jul 19, 2012",N/A,€2.7M,€31K,1948,402,2 
201939,C. Piccini,28,Italy,Valencia CF,"
2018 ~ 2022",189cm,86kg,Right,75,75,75,RB,0,"Jul 23, 2018",N/A,€5M,€29K,1819,401,1 
215251,G. Herrera,29,Argentina,Club Atlético Talleres,"
2016 ~ 2023",187cm,67kg,Left,75,76,75,GK,1,"Jan 11, 2016",N/A,€4.3M,€12K,1316,431,1 
226515,Andrei Girotto,29,Brazil,FC Nantes,"
2017 ~ 2024",186cm,79kg,Right,75,75,75,CB,0,"Aug 12, 2017",N/A,€4.7M,€23K,1913,403,1 
230355,Rubens Freitosa,37,Brazil,Club Athletico Paranaense,"
2021 ~ 2024",174cm,75kg,Right,75,75,75,CM,0,"Jul 7, 2021",N/A,€1.8M,€11K,1957,416,1 
225748,T. Cantwell,23,England,Norwich City,"
2016 ~ 2022",177cm,70kg,Right,75,82,77,CAM,7,"Apr 5, 2016",N/A,€11.5M,€28K,1809,380,1 
189908,Ł. Skorupski,30,Poland,Bologna,"
2018 ~ 2023",187cm,84kg,Right,75,76,75,GK,1,"Jul 1, 2018",N/A,€4.2M,€22K,1169,410,2 
236245,A. Elis,25,Honduras,Boavista FC,"
2020 ~ 2024",180cm,73kg,Right,75,78,77,ST,3,"Sep 21, 2020",N/A,€7.5M,€16K,1859,407,1 
243414,B. Williams,20,England,Manchester United,"
2018 ~ 2024",182cm,63kg,Right,75,80,75,RB,5,"Apr 30, 2018",N/A,€8M,€54K,1898,413,1 
203736,S. Bahoken,29,Cameroon,Angers SCO,"
2018 ~ 2022",185cm,88kg,Right,75,75,75,ST,0,"Jul 1, 2018",N/A,€5.5M,€25K,1740,378,2 
210136,T. Kędziora,27,Poland,Dynamo Kyiv,"
2017 ~ 2024",183cm,77kg,Right,75,76,75,RB,1,"Jul 11, 2017",N/A,€6M,€900,1854,401,1 
210648,A. Hegazi,30,Egypt,Al Ittihad,"
2021 ~ 2023",193cm,88kg,Right,75,75,75,CB,0,"Jul 1, 2021",N/A,€4.6M,€32K,1505,330,2 
153048,M. Eikrem,30,Norway,Molde FK,"
2018 ~ 2022",184cm,69kg,Right,75,75,75,CAM,0,"Jul 25, 2018",N/A,€5.5M,€8K,1847,376,1 
242392,G. Magnani,25,Italy,Hellas Verona,"
2021 ~ 2024",191cm,87kg,Right,75,80,77,CB,5,"Jul 7, 2021",N/A,€7.5M,€22K,1599,358,1 
220633,D. Gray,25,England,Everton,"
2021 ~ 2024",183cm,75kg,Right,75,78,76,CAM,3,"Jul 22, 2021",N/A,€7.5M,€66K,1789,396,2 
226777,C. Larin,26,Canada,Beşiktaş JK,"
2018 ~ 2022",188cm,90kg,Right,75,76,76,ST,1,"Jan 31, 2018",N/A,€6.5M,€41K,1705,380,1 
229593,M. Pjaca,26,Croatia,Torino F.C.,"
Jun 30, 2022 On Loan",186cm,83kg,Right,75,76,75,LW,1,"Jul 21, 2016","Jun 30, 2022",€6.5M,€63K,1888,403,2 
224218,F. Kamano,25,Guinea,FC Lokomotiv Moscow,"
2020 ~ 2024",175cm,74kg,Right,75,78,76,RM,3,"Aug 17, 2020",N/A,€7.5M,€43K,1860,398,1 
205531,V. Verre,27,Italy,U.C. Sampdoria,"
2017 ~ 2025",181cm,70kg,Right,75,76,76,CAM,1,"Jan 31, 2017",N/A,€6.5M,€19K,2036,424,2 
216283,Danilo,29,Brazil,VfL Bochum 1848,"
2017 ~ 2024",170cm,72kg,Left,75,75,75,LB,0,"Jul 1, 2017",N/A,€4.9M,€22K,1969,416,1 
222429,A. Cubas,25,Paraguay,Nîmes Olympique,"
2020 ~ 2024",166cm,60kg,Right,75,79,76,CDM,4,"Jul 17, 2020",N/A,€7M,€7K,1916,395,1 
223197,E. Ünal,24,Turkey,Getafe CF,"
2020 ~ 2025",187cm,78kg,Right,75,81,77,ST,6,"Aug 12, 2020",N/A,€9M,€24K,1889,398,1 
235997,Fran Beltrán,22,Spain,RC Celta de Vigo,"
2018 ~ 2023",165cm,64kg,Right,75,82,78,CDM,7,"Aug 1, 2018",N/A,€11.5M,€19K,1951,413,1 
239837,A. Mac Allister,22,Argentina,Brighton & Hove Albion,"
2019 ~ 2023",174cm,72kg,Right,75,82,77,CAM,7,"Jul 1, 2019",N/A,€11.5M,€42K,1995,415,1 
223710,V. Muriqi,27,Kosovo,Lazio,"
2020 ~ 2025",194cm,86kg,Left,75,76,75,ST,1,"Sep 15, 2020",N/A,€6.5M,€51K,1669,363,1 
232670,F. Zampedri,33,Argentina,Universidad Católica,"
2020 ~ 2023",185cm,83kg,Right,75,75,75,ST,0,"Jan 1, 2020",N/A,€3.6M,€14K,1731,377,1 
195038,F. Kainz,28,Austria,1. FC Köln,"
2019 ~ 2022",176cm,71kg,Right,75,75,75,LM,0,"Jan 18, 2019",N/A,€5.5M,€27K,1890,396,2 
221919,A. Zeneli,26,Kosovo,Stade de Reims,"
2019 ~ 2024",176cm,72kg,Right,75,76,75,LM,1,"Jan 26, 2019",N/A,€6.5M,€24K,1836,395,1 
